,tweet,tweet-english,tweet-indo,label
2403,"Kalo emg aku salah, harusnya dia tuh bilang gitu apa salah aku, supaya aku gak overthinking dan berpikiran kemana-kemana.","If I was wrong, he should say that what was my fault, so that I didn't overthinking and thought anywhere.","Kalo Emg Aku Salah, Harusnya Dia Tuh Bilang Gitupa Apa Salah Aku, Supaya Aku Gak yang terlalu banyak berpikir Dan Berpikiran Kana-KEMANA.",Negatif
261,"actually showering cost 5min, else (inc desire) cost an hour https://t.co/oxWrLtvx9Y","Actually showering cost 5min, else (inc desire) cost an hour https://t.co/oxwrltvx9y","Sebenarnya membutuhkan biaya 5 menit, else (Inc Desire) biaya satu jam https://t.co/oxwrltvx9y",Netral
1870,"I don't know if this will be my goal in life or just typing, but I will enjoy the world while get rich or die tryin","I don't know if this will be my goal in life or just typing, but I will enjoy the world while get rich or die tryin","Saya tidak tahu apakah ini akan menjadi tujuan saya dalam hidup atau hanya mengetik, tetapi saya akan menikmati dunia sambil menjadi kaya atau mati mencoba",Positif
3460,"Oyasuminasai .. AyuChan @kepo_jepang ... Selamat beristirahat .. 😴😴😴.. Jaga kesehatan selalu .. Jangan lupa sempatkan olahraga atau Yoga🧘 di weekend , agar badan kamu sehat 💪💪💪 .. Dan .. Please ... Besok &amp; hari Minggu tetep usahain ONLINE yaa di Twitter 🙏🙏 https://t.co/7sRsmbopF7","Oyasuminasai .. ayuchan @kepo_jepang ... happy resting .. 😴😴😴 .. take care of your health always .. don't forget to take the sport or yoga🧘 on the weekend, so that your body is healthy 💪💪💪 .. and .. please ... tomorrow & amp; Sunday keep trying online on Twitter 🙏🙏 https://t.co/7srsmbopf7","Oyasuminasai .. ayuchan @kepo_jepang ... selamat beriistirahat .. 😴😴😴 .. jaga seseehatan selalu .. jangan lupa sempatkan ohahraga atuu yoga🧘 di akhir pekan, agar badian kamu sehat 💪💪💪 .. tolong ... silakan ... Besok & amp; Hari Minggu Tetep USahain Online Yaa Di Twitter 🙏🙏 https://t.co/7srsmbopf7",Positif
3386,Our 1% may not even be billionaires... https://t.co/nwWpFp8lD9,Our 1% May Not Even Be Billionaires ... https://t.co/nwwpfp8LD9,1% kami bahkan mungkin bukan miliarder ... https://t.co/nwwpfp8ld9,Netral
3673,Pulang kampung sambil liburan 🤪  #trip2022 #padarisland #labuanbajo #floresntt #happyday #mytripmyadvanture #Healing https://t.co/TVvwYK0FDp,Return home while on vacation 🤪  #Trip2022 #Padarisland #LabuanBajo #Floresntt #HAppyDay #MyTripmyadvanture #Healing https://t.co/tvvwyk0fdp,Pulu Kampung Sarik Liburan 🤪  #trip2022 #padarisland #labuanbajo #floresntt #happyday #mytripmyadvanture #healing https://t.co/tvvwyk0fdp,Positif
1891,I hate to be relatable but-- yeah https://t.co/az0Z4Y1gY6,I hate to be relatable but- yeah https://t.co/az0z4y1gy6,Aku benci bisa direkrut tapi-- ya https://t.co/az0z4y1gy6,Negatif
315,"Akhirnya ""nonton film"" disela nugas.. gak berani pdahal takut kedistract nagih, tapi grgr spoiler jadi kepo haha 90/100 laaa buat Kale🥰 https://t.co/cPLNQAr9lZ","Finally ""Watch the film"" Disseled out .. I don't dare to be afraid of the distribution of nagih, but GRGR spoilers become kepo haha ​​90/100 laaa for kale🥰 https://t.co/cplnqar9lz","Akhirnya ""Film Nonton"" Disela Nugas .. Gak Berani Pdahal Takut Kedistract Nagih, Tapi Grgr Spoiler Jadi Kepo Haha 90/100 Laaa Buat Kale🥰 https://t.co/cplnqar9lz",Positif
440,Apa hukumnya buat doi yang udh peka sama kodean kita tapi tetep bodoamat. Perlu dijadiin opor buat lebaran kah bestie?,What is the ruling for doi who are already sensitive to our code but still bodoamat. Need to be an opor for Lebaran Bestie?,Apa hukumnya buat doi yang udh peka sama kodean kita tapi tetep bodoamat. Perlu Dijadiin Opor Buat Lebaran Kah Bestie?,Negatif
989,Did you really even come to Bali if you didn’t take a million photos in your private villa’s pool?   No? Just me then? 😂  #perth #altgirls #pawg #milf #bali #seminyak #travel #balibirahi #privatevilla #balilife #poolside https://t.co/aULo2VPzT7,Did you really even events come to Bali if you don't take a million photos in your private villa's pool?  No? Just me then? 😂  #perth #altgirls #pawg #milf #bali #seminyak #travel #balibirahi #privatevilla #balilife #poolide https://t.co/aulo2vpzt7,Apakah Anda benar -benar datang ke Bali jika Anda tidak mengambil satu juta foto di kolam renang vila pribadi Anda?  Tidak? Hanya aku? 😂  #Perth #Altgirls #pawg #milf #bali #seminyak #travel #balibirahi #privatevilla #balilife #poolside https://t.co/aulo2vpzt7,Netral
3318,"Oh right, so is the band called MAS 0094 or ONEWE?  Is the fandom l🌸vers or Weve then? No wonder even the fandom name is about to get stolen :/ Rather than fight for own fandom name, you choose to fight your brother group. Right we r family after all~ /s https://t.co/T9HnLe2bIa https://t.co/SYSJ9cOBZC","Oh right, so is the band called mas 0094 or onewe?  Is the fandom l🌸vers or weve then? No wonder even the fandom name is about to get stolen:/ Rather Than Fight for Own Fandom Name, you Choose to Fight Your Brother Group. Right we r family after all ~/s https://t.co/t9hnle2bia https://t.co/sysj9cobzc","Oh benar, jadi apakah band bernama Mas 0094 atau Onewe?  Apakah fandom l🌸vers atau weve? Tidak heran bahkan nama fandom akan dicuri:/ Daripada memperjuangkan nama fandom sendiri, Anda memilih untuk melawan kelompok saudara Anda. Bagaimanapun, kami benar keluarga ~/s https://t.co/t9hnle2bia https://t.co/sysj9cobzc",Positif
4371,terimakasih kepada seluruh pihak yg telah ikut menyukseskan healing Juli sebelum plp https://t.co/SJFNumYYki,Thank you to all parties who have participated in the success of Healing July before PLP https://t.co/sjfnumyyki,terimakasih kepada seluruh pihak yg telah ikut Menyukeskan penyembuhan juli sebelum plp https://t.co/sjfnumyyki,Positif
4803,"whatever you do, thank you","whatever you do, thank you","Apapun yang Anda lakukan, terima kasih",Positif
1280,Gagal staycation di Jogja. Gara² aturan libur yang mencla mencle 😭 https://t.co/gpKOpXgTs7,Failed Staycation in Jogja. Because the rules for the holiday that mendla miele got https://t.co/gpkopxgts7,Gagal Staycation di Jogja. Gara² ATURAN LIBUR YANG MENCLA MENCLE 😭 https://t.co/gpkopxgts7,Negatif
4969,Yang dibutuhkan saat long weekend sekarang: healing sama bestie di Bobocabin 🥺✨ https://t.co/xjKUSQ26qL,What is needed during long weekend now: healing and bestie at Bobocabin 🥺✨ https://t.co/xjkusq26ql,Yang Dibutuhkan Saat Panjang Akhir Pekan Sekarang: Penyembuhan Sama Bestie Di Bobocabin 🥺✨ https://t.co/xjkusq26ql,Positif
3546,Pengen muntah langsungan overthinking 🤮,Want to vomit overthinking 🤮,Pengen Muntah Langsungan overhinking 🤮,Negatif
660,"Bestie rasa dulur gendeng moro-moro telpon suarane pelat karo nanges. Enakno slur miber e, ojok balek sebelom 4D karo ketemu Budha","Bestie Rasa Dulur Gendeng Moro-Moro Telephone Suarane Karo Nanges Plate. Tastyno slur miber e, ojok balek before 4d karo met Budha","Bestie Rasa Dulur Gendeng Moro-Moro Telpon Suarane Pelat Karo Nanges. Enakno Slur Miber E, Ojok Balek Sebelom 4d Karo Ketemu Budha",Positif
4827,"When the time comes, I want you to be my wife.  walking with you in the heat and rain, running around and laugh 🙃","When the time comes, I want you to be my wife. Walking with you in the heat and rain, running around and laaugh 🙃","Ketika saatnya tiba, saya ingin Anda menjadi istri saya. Berjalanlah dengan Anda dalam panas dan hujan, berlarian dan tertawa 🙃",Positif
3376,Org2 mba somehow muka2nya setipe gt deh. Rapih2,Org2 mba somehow the faces are the same as gt. Neat,Org2 mba entah bagaimana muka2nya setipe gt deh. Rapih2,Positif
1018,"dlm hati said: enak ya jadi mereka bisa jalan kemana mana,bisa havefun,bisa ngerasaain healing. tapi badan ini maunya rebahan mulu😌","In his heart Said: It's delicious so they can walk anywhere, can havefun, can feel healing. But this body wants to lie down first","DLM Hati berkata: Enak ya jadi Mereka bisa jalan keMana mana, bisa havfun, Bisa Ngerasain Healing. TAPI BADAN INI MAUNYA Rebahan Mulu😌",Negatif
2002,I'm not surprised actually~ Seoho is just being #SEOHO 😂 https://t.co/ryju8yb7LM,I'm not surprised actually ~ Seoho is just being #seoho 😂 https://t.co/ryju8yb7lm,Sebenarnya aku tidak terkejut ~ Seoho hanya menjadi #seoho 😂 https://t.co/ryju8yb7lm,Netral
4464,"The Pygmalion effect, or Rosenthal effect, is a psychological phenomenon in which high expectations lead to improved performance in a given area. The effect is named for the Greek myth of Pygmalion, the sculptor who fell so much in love with the perfectly beautiful statue","The Pygmalion Effect, or Rosenthal Effect, is a Psychological Phenomenon in which high expectations lead to improved performance in a given area. The Effect is named for the Greek Myth of Pygmalion, The Sculptor Who Fell So Much in Love With the Perfectly Beautiful Statue","Efek pygmalion, atau efek rosenthal, adalah fenomena psikologis di mana harapan tinggi menyebabkan peningkatan kinerja di area tertentu. Efeknya dinamai untuk mitos Pygmalion Yunani, pematung yang sangat jatuh cinta dengan patung yang sangat indah",Netral
2497,Kelapa Muda #Healing https://t.co/FQWqCvrfqz,Young coconut #healing https://t.co/fqwqcvrfqz,Kelapa muda #healing https://t.co/fqwqcvrfqz,Netral
1940,"I randomly take my own poison, while I never knew that I choose it randomly too because my mind is too noisy to bear. Here I am, floundering like a nearly dead fish in the middle of dry vast lake~ #AddMyBeer https://t.co/CvKVSa0les","I randomly take my own poison, while I never know that i choose it randomly too because my mind is too noisy to be bear. Here I am, Flundering like a nearly dead fish in the middle of dry vast lake ~ #Addmybeer https://t.co/cvkvsa0les","Saya secara acak mengambil racun saya sendiri, sementara saya tidak pernah tahu bahwa saya memilihnya secara acak juga karena pikiran saya terlalu berisik untuk ditanggung. Inilah saya, menggelepar seperti ikan yang hampir mati di tengah danau yang luas ~ #Addmybeer https://t.co/cvkvsa0les",Negatif
2593,Kita bukan bestie 🤡 https://t.co/EFq7DkwMV8,We are not bestie 🤡 https://t.co/efq7dkwmv8,Kita Bukan Bestie 🤡 https://t.co/efq7dkwmv8,Negatif
1014,"Disini mah, dibawah jam 11 malem udah ngantuk dan udah tidur. Coba kalo dijogja jam segitu masih kuat melek sampe jam 1. Faedah bgt sekalian healing kalo pulkam tuh😊😊","Here mah, under 11 o'clock in the evening already sleepy and already sleeping. Try if you are in the same time at that time it's still strong literacy until 1 o'clock.","Disini Mah, Dibawah Jam 11 Malem Udah Ngantuk Dan Udah Tidur. COBA KALO DIJOGJA JAM SEGITU MASIH KUAT MELEK Sampe Jam 1. Faedah Bgt Sekalian Healing Kalo Pulkam Tuh😊😊",Positif
4653,"Udah pernah ngerasain Nyeterika sambil Overthinking belum?  Kalo belum, cobain deh...  Rasanya, Aaaahhhh, Mantap!!!!!  Wkwkwk https://t.co/zb7WHSKrfu","Have you ever felt the penetration while overthinking yet?  If not, try it ...  Taste, Aaaahhhh, great !!!!!  Wkwkwk https://t.co/zb7Whskrfu","Udah Pernah Ngerasain Nyeterika SAMBIL OVERHINKING BELUM?  Kalo Belum, Cobain Deh ...  Rasananya, Aaaahhhh, mantap !!!!!  Wkwkwk https://t.co/zb7whskrfu",Negatif
820,Cek Shira Media - Self- Healing By Thought Force - William Atkinson dengan harga Rp28.080. Dapatkan di Shopee sekarang! https://t.co/NJ058LgQU4 https://t.co/BV2gwAJXr8,"Check Shira Media - Self -Healing by Thought Force - William Atkinson at a price of Rp28,080. Get it in Shopee now! https://t.co/nj058lgqu4 https://t.co/bv2gwajxr8",Cek Shira Media - penyembuhan diri oleh Thought Force - William Atkinson Delangan RP28.080. Dapatkan di Shopee Sekarang! https://t.co/nj058lgqu4 https://t.co/bv2gwajxr8,Netral
4264,"SUMPAHHH GARCIA SIAPA JI INI ASLI SI OVERTHINKING BERLEBIHAN MALAM INI,garcia siapa sihhh kenapa ada apa aduhhhh mantan apa keluarga apa org jahat apa yg menghancurkan karir ji apa gimanaaaa deg deg an njirrr. https://t.co/qRYfj2oxP8","Oathhh Garcia Who is Ji this is the original overthinking tonight, Garcia who is why there is what is the ex -ex -family what is the evil person what destroys Ji's career what deg deg an njirrr. https://t.co/qryfj2oxp8","SUMPAHHH GARCIA SIAPA JI INI ASLI SI OVERHINKING BERLEBUHAN MALAM INI, GARCIA SIAPA SIHHH KENAPA ADA APA ADUHHHH MANTAN APA KELUARGA APA DEGAN APA APA YG MENGHANCURKAN KARIR JI JI APA GIGANA. https://t.co/qryfj2oxp8",Negatif
212,4th bersama bestie.. 👯‍♂️ https://t.co/Nso6DfopkZ,4th with Bestie .. 👯‍♂️ https://t.co/nso6dfopkz,Bestie Bersama ke -4 .. 👯‍♂️ https://t.co/nso6dfopkz,Netral
402,"And now 2021 has officially left us, while 2022 has officially come.","And now 2021 has official left us, while 2022 has official come.","Dan sekarang 2021 telah secara resmi meninggalkan kami, sementara 2022 telah secara resmi datang.",Netral
3302,Nunggu ayam panggang Klaten datang. Literally!,Wait for Klaten's grilled chicken to come. Literally!,NUNGGU AYAM PANGGANG KLATEN DATANG. Secara harfiah!,Netral
1844,"I am in the @BabyDogeCoin whitelist competition!   1.4 million+ #BabyDoge holders and only 10,000 NFTs! This could be the next viral NFT, while 1 entry will win $50k USDT! Plus it helps #SaveDogs  Enter at https://t.co/ck3QFPnMR5 @BabyDogeNFTs","I am in the @babydogecoin whitelist competition!  1.4 Million+ #Babydoge Holders and Only 10,000 NFTS! This could be the next viral NFT, while 1 entry will win $ 50k USDT! Plus it helps #savedogs  Enter at https://t.co/ck3qfpnmr5 @babydogenfts","Saya berada di kompetisi @babydogecoin whitelist!  1,4 juta+ #BabyDoge pemegang dan hanya 10.000 NFT! Ini bisa menjadi NFT viral berikutnya, sementara 1 entri akan memenangkan USDT $ 50K! Plus itu membantu #Savedogs  Masukkan di https://t.co/ck3qfpnmr5 @babydogenfts",Netral
633,bertemu mantan yg sudah menjadi bestie https://t.co/zNiuH54679,Meet the former who has become Bestie https://t.co/zniuh54679,Bertemu Mantan Yg Sudah Menjadi Bestie https://t.co/zniuh54679,Netral
3278,"Not even a real touch, just touch screen with fake promised and future. At the end, you only hv her grandmother as the only choice. Even idiots in USA could married better wmn without obligations to understanding forever","Not even a real touch, just touch screen with fake promised and future. At the end, you only hv her grandmother as the only choice. Even Idiots in USA Could Married Better WMN Without Obligations to Understanding Forever","Bahkan tidak ada sentuhan yang nyata, hanya layar sentuh dengan yang dijanjikan dan masa depan. Pada akhirnya, Anda hanya memiliki neneknya sebagai satu -satunya pilihan. Bahkan orang idiot di AS bisa menikah dengan lebih baik tanpa kewajiban untuk memahami selamanya",Negatif
3440,Overthinking nggk jelas berkedok insomnia🥴,Overthinking NGGK is clearly under the guise of insomnia🥴,Terlalu banyak berpikir Nggk Jelas Berkedok insomnia🥴,Negatif
2640,"Lagi asik2 ig an, tiba2 ada pop up sms, wis panik kok moro2 paketane habis, overthinking, pas dibuka penuh ternyitii hmm https://t.co/uFrYoGfo2d","Again cool IG, suddenly there is a Pop Up SMS, Wis panicked how Moro2 Paketane runs out, Overthinking, when it is fully opened hmm https://t.co/ufryogfo2d","Lagi Asik2 ig an, Tiba2 Ada Sms Pop Up, Wis Panik Kok Moro2 Paketane Habis, Overfinking, Pas Dibuka Penuh Ternyitii Hmm https://t.co/ufryogfo2d",Negatif
3505,Paling males kalau naik taksi online kepo banget drivernya nanya-nanya kerja lah apalah.,"Most lazy if you take an online taxi, the driver is asking for work.",Paling jantan Kalau naik taksi Kepo online banget drivernya nanya-nanya kerja lah apalah.,Negatif
3258,No one:  Literally no one:  Mama:  Kok tadi Mama ga liat Malkis ya. Kan belum nggendong sebelum pergi.,No one: Literally no one:  Mama: How come mama didn't see Malkis. You haven't carried out before leaving.,Tidak ada: Secara harfiah tidak ada:  Mama: Kok Tadi Mama Ga Liat Malkis Ya. Kan Belum Nggendong Sebelum Pergi.,Netral
116,"⚠️Yang pernah ghosthing in gua⚠️bersyukur deh lu pada masih hidup tenang, kagak gua spill kelakuan lu yg ghosting ke guaGausah sok kecakepan lo, muka juga mulus gua drpada lo. untung2 an lu gua nerima lu apa adanya, gua baper sama lo, nerima segala kekurangan lo","⚠️ Those who have been ghosthing in the cave. You are grateful that you still live calmly, I don't have your behavior that ghosting to guaga is pretending to be your face, my face is also smooth from you. Luckily, I received you as it was, I baper with you, accepting all your shortcomings","⚠️yang Pernah Ghosthing di Gua⚠️BersyUKur deh lu paada masih menyembunyikan Tenang, Kagak Gua Spill Kelakuan Lu Yg Ghosting Ke Guagausi Sok Kecakepan Lo, Muka Muka Mulus Gua Drpada Lo. untung2 an lu gua nerima lu apa adanya, gua baper sama lo, nerima segala kekurangan lo",Negatif
3671,"pulang dari tongkrongan happy, pass di tempat tidur kok jadi overthinking","Returning from HAPPY HOLD, PASS IN THE BATE IS ONE OVERTHINKING","Pulu Dari Tongkrongan Happy, Lewati Di Tempat Tidur Kok Jadi Terlalu Berpikir",Negatif
536,Banyak tanya purwokerto mana??  Aku sambil diem bilang entahlah bla bla 😅🤣  Malas banget kepo purwokerto mana 🤣🤣🤣🤣🤣,"Which Purwokerto Ask? I was shut up, I don't know, I don't know, blah blah 😅🤣  So lazy to purwokerto where 🤣🤣🤣🤣🤣",Banyak Tanya Purwokerto Mana ?? AKU SAMBIL DIEM BILANG ENTAHLAH BLA BLA 😅🤣  Malas Banget Kepo Purwokerto Mana 🤣🤣🤣🤣🤣,Netral
2409,Kalo lagi sakit tingkat ke-clingy-an naik secara eksponensial seperti gerak lurus berubah beraturan,"If you have a painful level of clingy, it rises exponentially as a straight motion changes irregularly",Kalo Lagi Sangan Tingkat Ke-Clingy-An Naik Secara Eksponensial Seperti Gerak Lurus Berubah Beraturan,Netral
2379,"Kalau doimu g bales chat ya jangan di ganggu dulu, langsung nangis dan overthinking aja coz udah rutinitas lu 🙏 https://t.co/qU8UpVJINm","If you do your prayer chat, don't be disturbed first, just cry and overthinking, coz, you're routine 🙏 https://t.co/qu8upvjinm","Kalau Doimu g Bales Chat Ya Jangan di Ganggu Dulu, Langsung Nangis Dan Overfinking Aja Coz Udah Rutinitas Lu 🙏 https://t.co/qu8upvjinm",Negatif
4112,Spill aja kak https://t.co/24QMKjOnWa,Just spill sis https://t.co/24qmkjonwa,Spill Aja Kak https://t.co/24qmkjonwa,Netral
1483,Happy dl kita bareng bestie putih abu2 😘🥰 Req tkt kehilangan 🎶🎶 https://t.co/hcAmFYTI6w,Happy dl we are with white gray bestie 😘🥰 Req tkt loses 🎶🎶 https://t.co/hcamfyti6w,Selamat DL Kita Bareng Bestie Putih ABU2 😘🥰 Req tkt Kehilangan 🎶🎶 https://t.co/hcamfyti6w,Positif
289,"Admin @Bogorpisan_ bewoknya gemoy banget, pengen deh dijadiin crush nya.","Admin @bogorpisan_ Bewoknya really gemoy, I want to be a crush.","Admin @bogorpisan_ bewoknya Gemoy Banget, Pengen Deh Dijadiin Crush Nya.",Positif
4107,"Spartan..  Pantauan pengawasan Buffer Zone, RDT Antigen Gratis Angkutan Logistik dan Validasi Dokumen Persyaratan Perjalanan via ASDP Ketapang dan Pelabuhan Tanjungwangi.  The Check Point Terminal Sritanjung https://t.co/rbR5r9kN7j","Spartan ..  Monitoring Supervision of Buffer Zone, RDT Antigen Free Logistics Transportation and Validation of Travel Requirements Documents via ASDP Ketapang and Tanjungwangi Port.  The check point Sritanjung Terminal https://t.co/rbr5r9kn7j","Spartan ..  Pantauan Pengawasan Buffer Zone, RDT Antigen Gratis Angkutan Logistik Dan Validasi Dokumen Perjalanan melalui ASDP Ketapang Dan Pelabuhan Tanjungwangi.  Titik cek Terminal sritanjung https://t.co/rbr5r9kn7j",Netral
3217,ngapain nih?spill the tea! https://t.co/DaXngv18Dq,What are you doing? Spill The Tea! https://t.co/daxngv18dq,Ngapain nih? Tumpahkan teh! https://t.co/daxngv18dq,Netral
843,Clingy bet njirr 😩,Clingy Bet Njirr 😩,Taruhan clingy njirr 😩,Negatif
745,"Built in 1962, SARINAH is the first modern department store in Indonesia which has been supporting local goods since its first operation in 1966  #sarinah  #thamrin  #jakarta  #indonesia @ Sarinah Store Thamrin https://t.co/Ho6JhNMXlA","Built in 1962, Sarinah is the first modern department store in Indonesia which has been supporting local goods since its first operation in 1966  #Sarinah #thamrin #Jakarta #Indonesia @ Sarinah Store Thamrin https://t.co/ho6jhnmxla","Dibangun pada tahun 1962, Sarinah adalah department store modern pertama di Indonesia yang telah mendukung barang -barang lokal sejak operasi pertama pada tahun 1966  #sarinah #thamrin #jakarta #indonesia @ Sarinah Store Thamrin https://t.co/ho6jhnmxla",Netral
